customer_id,gender,senior_citizen,partner,dependents,tenure_months,phone_service,multiple_lines,internet_service,online_security,online_backup,device_protection,tech_support,streaming_tv,streaming_movies,contract,paperless_billing,payment_method,monthly_charges,total_charges,churn
C06413,Female,No,No,No,18,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes,One year,Yes,Mailed check,97.82,1760.95,0
C06414,Male,No,No,No,58,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,No,Two year,Yes,Bank transfer,95.52,5508.85,1
C06415,Male,No,Yes,Yes,16,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,78.28,1238.29,1
C06416,Female,No,No,No,7,Yes,No,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,No,Electronic check,76.94,439.55,1
C06417,Female,No,No,No,44,Yes,No,DSL,No,No,Yes,No,No,No,Month-to-month,No,Electronic check,63.23,2839.15,0
C06418,Female,No,Yes,No,39,Yes,No,DSL,No,No,No,No,No,No,One year,No,Credit card,60.08,2346.73,0
C06419,Male,No,Yes,No,7,No,No phone service,DSL,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,62.16,399.92,1
C06420,Male,No,Yes,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,32.49,449.17,1
C06421,Female,No,No,No,59,Yes,No,DSL,Yes,No,Yes,No,No,No,One year,No,Credit card,65.5,3800.42,0
C06422,Male,No,No,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,27.64,481.2,0
C06423,Male,No,Yes,No,36,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,25.87,908.15,0
C06424,Male,No,No,No,63,Yes,Yes,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Credit card,84.71,5304.76,0
C06425,Female,No,No,No,47,Yes,No,DSL,No,Yes,No,No,No,No,Two year,Yes,Credit card,64.94,3030.83,0
C06426,Female,No,No,No,56,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Bank transfer,36.34,2062.22,0
C06427,Female,No,Yes,No,30,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,31.04,972.84,0
C06428,Female,No,No,No,17,No,No phone service,DSL,Yes,Yes,No,No,No,Yes,Month-to-month,No,Bank transfer,67.54,1193.7,1
C06429,Female,No,Yes,No,41,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,87.94,3667.99,0
C06430,Female,No,No,Yes,36,Yes,No,Fiber optic,Yes,No,No,Yes,No,No,One year,Yes,Mailed check,80.47,2864.35,0
C06431,Female,No,No,No,49,Yes,No,DSL,Yes,No,No,Yes,No,Yes,Two year,Yes,Bank transfer,77.62,3822.48,0
C06432,Female,No,Yes,No,5,Yes,No,Fiber optic,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,88.68,410.6,1
C06433,Female,No,Yes,No,45,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,Yes,Bank transfer,68.86,3064.89,1
C06434,Male,No,Yes,Yes,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,30.7,300.52,0
C06435,Male,No,Yes,Yes,51,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,One year,Yes,Electronic check,82.7,4287.14,0
C06436,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,104.95,2366.08,0
C06437,Male,Yes,No,No,66,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,One year,No,Mailed check,110.1,7369.92,0
C06438,Female,No,No,No,32,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Electronic check,19.58,663.48,0
C06439,Male,No,No,No,7,Yes,No,DSL,No,Yes,Yes,No,No,No,Month-to-month,No,Electronic check,58.63,430.85,1
C06440,Male,No,Yes,No,39,No,No phone service,Fiber optic,Yes,No,No,No,No,No,Two year,No,Bank transfer,70.91,2744.88,0
C06441,Female,No,Yes,No,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,25.99,1793.39,0
C06442,Male,No,No,No,66,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,One year,Yes,Bank transfer,93.34,6180.19,0
C06443,Male,Yes,No,No,4,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,20.66,25.81,0
C06444,Male,No,Yes,No,2,Yes,Yes,DSL,No,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,71.93,149.44,0
C06445,Female,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,No,No,No,Month-to-month,No,Credit card,71.76,1733.84,0
C06446,Female,No,No,No,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,24.16,209.93,0
C06447,Male,Yes,No,No,24,Yes,No,Fiber optic,No,Yes,Yes,No,No,No,Month-to-month,Yes,Electronic check,85.0,2082.51,1
C06448,Female,No,No,No,59,Yes,No,DSL,Yes,No,No,No,Yes,No,Two year,Yes,Credit card,67.45,3965.38,0
C06449,Male,No,No,No,10,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,69.86,665.17,1
C06450,Male,No,No,No,26,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,23.36,695.64,0
C06451,Female,No,No,No,51,Yes,No,DSL,No,Yes,Yes,No,No,No,Two year,No,Electronic check,65.83,3370.66,0
C06452,Female,No,No,No,39,Yes,No,DSL,Yes,Yes,No,Yes,No,Yes,One year,No,Bank transfer,75.6,2975.45,0
C06453,Female,No,No,No,28,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Bank transfer,92.61,2609.52,1
C06454,Female,No,No,No,59,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,29.66,1795.41,0
C06455,Male,No,No,Yes,45,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,No,Electronic check,109.46,4959.31,1
C06456,Male,No,No,No,30,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No,One year,No,Credit card,88.07,2633.26,0
C06457,Female,No,Yes,Yes,53,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,36.01,1834.86,0
C06458,Male,No,Yes,No,57,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,No,Mailed check,74.54,4224.11,0
C06459,Male,No,No,No,55,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Two year,Yes,Electronic check,75.24,4143.25,0
C06460,Male,No,No,No,40,Yes,Yes,Fiber optic,Yes,No,No,No,No,Yes,One year,No,Bank transfer,95.71,3878.0,0
C06461,Female,No,Yes,No,32,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No,Month-to-month,Yes,Bank transfer,84.61,2778.34,1
C06462,Male,No,No,Yes,67,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Electronic check,27.1,1805.63,0
C06463,Male,No,Yes,Yes,33,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Electronic check,97.52,3305.81,0
C06464,Female,No,Yes,No,70,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,Two year,No,Electronic check,90.67,6371.78,0
C06465,Male,No,No,No,6,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,Yes,Month-to-month,Yes,Credit card,96.33,590.07,1
C06466,Male,No,No,No,15,Yes,No,DSL,No,No,Yes,No,No,Yes,Month-to-month,No,Electronic check,68.54,1042.13,1
C06467,Female,No,No,Yes,50,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Credit card,30.94,1583.71,0
C06468,Male,No,Yes,No,55,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes,One year,No,Credit card,92.47,5091.05,0
C06469,Male,No,No,No,23,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Mailed check,98.08,2260.32,1
C06470,Male,No,Yes,No,28,No,No phone service,Fiber optic,No,Yes,No,No,No,Yes,One year,No,Credit card,79.97,2283.7,1
C06471,Female,No,No,No,30,No,No phone service,DSL,No,No,No,Yes,No,No,Month-to-month,No,Electronic check,51.57,1601.28,1
C06472,Male,No,Yes,No,4,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Bank transfer,98.06,395.68,1
C06473,Male,Yes,Yes,Yes,25,Yes,Yes,DSL,Yes,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,81.67,2040.9,0
C06474,Male,No,No,Yes,5,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Credit card,97.75,454.08,0
C06475,Female,No,Yes,No,38,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,36.22,1362.44,0
C06476,Female,No,Yes,Yes,46,Yes,No,DSL,No,Yes,No,No,Yes,Yes,One year,Yes,Mailed check,80.83,3772.37,0
C06477,Male,No,Yes,No,39,Yes,No,Fiber optic,Yes,No,Yes,Yes,Yes,No,One year,No,Bank transfer,100.77,3934.92,0
C06478,Female,No,Yes,No,21,Yes,No,Fiber optic,Yes,No,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.45,1984.85,1
C06479,Female,No,Yes,No,53,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Electronic check,86.37,4548.81,0
C06480,Female,No,No,No,27,Yes,Yes,DSL,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,85.49,2323.36,1
C06481,Male,No,Yes,No,40,Yes,No,DSL,No,No,No,No,Yes,No,Two year,No,Credit card,64.8,2619.78,0
C06482,Female,No,Yes,No,55,Yes,Yes,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Bank transfer,73.58,4123.92,0
C06483,Male,No,Yes,No,18,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,Yes,Mailed check,27.02,401.45,0
C06484,Male,No,Yes,No,49,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,29.32,1483.24,0
C06485,Male,No,No,No,28,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes,One year,Yes,Bank transfer,113.99,3198.73,0
C06486,Male,No,No,Yes,8,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Electronic check,29.06,237.17,1
C06487,Female,No,No,No,56,Yes,Yes,DSL,No,No,No,Yes,No,No,Two year,No,Credit card,66.06,3614.84,0
C06488,Male,No,Yes,Yes,69,Yes,No,Fiber optic,No,No,Yes,No,No,No,One year,Yes,Credit card,81.62,5566.94,0
C06489,Female,No,No,No,46,Yes,Yes,DSL,No,No,Yes,No,Yes,No,Month-to-month,Yes,Bank transfer,76.95,3564.52,0
C06490,Male,No,No,No,46,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,91.48,4276.41,1
C06491,Female,Yes,No,No,17,Yes,No,DSL,No,No,No,Yes,No,No,Month-to-month,No,Credit card,62.23,1069.6,1
C06492,Male,No,Yes,No,49,Yes,Yes,DSL,No,No,No,No,Yes,Yes,Month-to-month,No,Mailed check,79.51,3965.58,1
C06493,Male,No,No,No,51,No,No phone service,Fiber optic,No,No,Yes,No,Yes,Yes,Two year,No,Credit card,89.98,4462.7,0
C06494,Female,No,No,No,22,No,No phone service,Fiber optic,No,No,No,No,No,No,Month-to-month,Yes,Bank transfer,71.5,1499.59,0
C06495,Male,Yes,No,No,33,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,No,Credit card,96.6,3109.89,1
C06496,Female,No,No,No,12,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,33.42,450.07,0
C06497,Female,Yes,No,No,45,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Credit card,27.16,1247.7,0
C06498,Female,No,No,No,41,Yes,No,DSL,No,Yes,No,Yes,No,Yes,One year,No,Electronic check,76.7,3145.92,0
C06499,Female,Yes,Yes,Yes,36,Yes,Yes,DSL,No,No,No,No,No,No,One year,Yes,Mailed check,60.38,2218.02,0
C06500,Male,No,No,No,3,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,35.32,95.13,1
C06501,Male,No,No,No,52,Yes,No,Fiber optic,No,Yes,No,No,Yes,No,Two year,No,Mailed check,88.17,4644.14,0
C06502,Female,No,Yes,No,48,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,26.51,1346.24,0
C06503,Male,No,No,No,22,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Bank transfer,80.75,1698.94,1
C06504,Male,Yes,No,No,34,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,33.13,1160.26,0
C06505,Male,No,No,Yes,21,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,Yes,Electronic check,104.5,2227.04,1
C06506,Female,No,No,No,23,Yes,No,Fiber optic,No,No,Yes,No,Yes,No,Month-to-month,No,Mailed check,88.06,1975.27,1
C06507,Male,No,Yes,Yes,38,Yes,Yes,DSL,No,Yes,No,Yes,Yes,Yes,One year,Yes,Bank transfer,90.91,3388.9,0
C06508,Female,No,Yes,No,20,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,117.03,2336.6,1
C06509,Male,No,No,No,66,Yes,No,Fiber optic,Yes,Yes,Yes,No,Yes,No,Two year,No,Mailed check,99.85,6604.44,0
C06510,Male,No,Yes,Yes,55,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,No,Bank transfer,92.14,5098.8,0
C06511,Male,Yes,Yes,Yes,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,22.56,423.12,0
C06512,Female,Yes,No,No,70,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,29.85,2093.94,0
C06513,Female,No,Yes,Yes,50,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,No,One year,No,Bank transfer,95.58,4789.24,0
C06514,Male,No,Yes,No,55,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,No,Two year,No,Electronic check,92.6,5203.29,0
C06515,Female,Yes,Yes,Yes,21,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,28.55,615.12,1
C06516,Female,Yes,Yes,Yes,19,Yes,No,Fiber optic,No,Yes,No,Yes,No,Yes,Month-to-month,Yes,Mailed check,92.47,1732.43,1
C06517,Male,No,No,No,38,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,Yes,No,Two year,No,Bank transfer,102.89,3942.71,0
C06518,Male,No,Yes,Yes,19,Yes,Yes,Fiber optic,Yes,No,Yes,No,No,Yes,Month-to-month,No,Mailed check,99.0,1860.83,1
C06519,Female,No,No,No,55,No,No phone service,DSL,No,No,Yes,No,No,Yes,One year,Yes,Credit card,54.09,2955.26,1
C06520,Female,No,Yes,Yes,1,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Electronic check,20.89,20.89,0
C06521,Male,No,No,No,2,Yes,Yes,DSL,No,Yes,Yes,No,Yes,No,Month-to-month,Yes,Credit card,78.65,172.19,1
C06522,Female,No,No,No,59,Yes,No,Fiber optic,Yes,No,Yes,No,No,No,Two year,Yes,Mailed check,81.28,4860.29,0
C06523,Female,No,No,No,41,Yes,No,DSL,No,Yes,Yes,Yes,No,Yes,Two year,No,Electronic check,79.92,3299.22,0
C06524,Female,No,Yes,Yes,38,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes,Two year,No,Mailed check,101.75,3899.79,0
C06525,Female,No,Yes,Yes,54,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Two year,No,Mailed check,89.94,4891.79,0
C06526,Male,No,Yes,Yes,25,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Month-to-month,Yes,Electronic check,87.59,2257.84,1
C06527,Female,Yes,No,Yes,63,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,No,Mailed check,96.96,6076.47,0
C06528,Female,No,No,No,22,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes,Month-to-month,Yes,Electronic check,110.94,2415.09,1
C06529,Male,No,No,Yes,66,Yes,Yes,Fiber optic,No,Yes,No,Yes,No,Yes,Two year,Yes,Credit card,105.17,6959.3,1
C06530,Female,Yes,No,Yes,46,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,No,Yes,One year,Yes,Electronic check,108.97,5014.9,0
C06531,Female,No,No,No,8,Yes,No,DSL,No,Yes,Yes,No,Yes,No,One year,Yes,Bank transfer,72.99,550.62,0
C06532,Male,No,Yes,Yes,20,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No,Month-to-month,No,Credit card,100.14,2014.28,1
C06533,Male,No,Yes,No,36,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Mailed check,88.68,3099.35,1
C06534,Female,No,No,No,60,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,No,Electronic check,103.42,6251.95,1
C06535,Female,Yes,No,No,47,Yes,No,Fiber optic,No,No,No,Yes,Yes,No,Two year,Yes,Mailed check,78.77,3667.34,0
C06536,Female,Yes,Yes,No,26,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,93.94,2354.08,1
C06537,Female,No,Yes,Yes,44,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Month-to-month,Yes,Bank transfer,122.49,5436.92,1
C06538,Male,No,Yes,Yes,52,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,34.41,1795.59,0
C06539,Male,No,Yes,Yes,21,Yes,No,DSL,No,No,Yes,No,Yes,No,One year,Yes,Credit card,68.56,1464.25,0
C06540,Male,No,No,Yes,28,No,No phone service,Fiber optic,No,Yes,No,No,No,No,One year,Yes,Electronic check,70.19,2049.54,1
C06541,Male,No,No,No,62,Yes,No,Fiber optic,No,Yes,No,No,No,Yes,Two year,Yes,Credit card,91.85,5740.57,0
C06542,Female,No,Yes,No,69,Yes,No,Fiber optic,Yes,Yes,No,No,No,Yes,One year,Yes,Electronic check,90.14,6279.17,1
C06543,Male,Yes,Yes,Yes,33,Yes,Yes,Fiber optic,No,No,No,No,Yes,No,One year,Yes,Mailed check,95.53,3171.13,0
C06544,Male,No,Yes,No,22,Yes,No,DSL,Yes,No,Yes,No,No,Yes,One year,Yes,Electronic check,71.6,1675.35,1
C06545,Female,No,No,Yes,17,Yes,No,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,65.38,1134.79,1
C06546,Male,No,Yes,No,12,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,No,Bank transfer,89.84,1017.78,1
C06547,Female,No,No,No,21,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes,Month-to-month,Yes,Electronic check,90.77,1837.16,0
C06548,Male,No,Yes,Yes,23,Yes,Yes,Fiber optic,No,No,No,Yes,No,No,One year,Yes,Credit card,84.2,1976.98,0
C06549,Male,No,No,No,19,Yes,Yes,DSL,No,No,No,No,No,Yes,Month-to-month,No,Electronic check,67.33,1240.74,0
C06550,Female,No,Yes,No,69,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No,Two year,No,Electronic check,88.97,6148.76,0
C06551,Male,No,No,No,37,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,35.55,1345.02,0
C06552,Female,No,No,No,46,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes,One year,No,Bank transfer,78.07,3577.28,0
C06553,Male,No,No,Yes,6,No,No phone service,DSL,Yes,Yes,No,No,Yes,No,Month-to-month,Yes,Credit card,60.51,313.99,0
C06554,Female,No,Yes,Yes,17,Yes,Yes,DSL,No,Yes,Yes,Yes,No,No,Month-to-month,No,Electronic check,76.2,1246.54,0
C06555,Female,No,Yes,No,19,No,No phone service,Fiber optic,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,76.4,1438.79,1
C06556,Female,No,Yes,No,64,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,34.4,2224.75,0
C06557,Male,No,Yes,Yes,7,Yes,Yes,DSL,No,Yes,No,No,No,No,Month-to-month,No,Credit card,65.91,406.9,1
C06558,Female,No,Yes,Yes,7,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Mailed check,34.9,339.49,0
C06559,Male,No,Yes,No,28,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,No,Two year,Yes,Mailed check,89.24,2524.68,1
C06560,Female,No,No,No,28,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Bank transfer,32.61,932.38,0
C06561,Female,No,Yes,No,57,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Credit card,40.48,2306.04,0
C06562,Female,No,Yes,No,41,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,One year,No,Bank transfer,100.67,4133.63,1
C06563,Female,No,Yes,Yes,52,No,No phone service,DSL,No,Yes,Yes,No,No,Yes,One year,Yes,Bank transfer,68.51,3581.39,0
C06564,Male,No,No,No,6,Yes,Yes,DSL,No,Yes,Yes,No,No,Yes,Month-to-month,Yes,Credit card,83.69,510.18,1
C06565,Female,Yes,No,No,26,Yes,Yes,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,No,Bank transfer,83.83,2243.17,1
C06566,Male,No,No,No,22,Yes,Yes,DSL,No,Yes,No,No,Yes,No,Month-to-month,Yes,Electronic check,74.01,1688.46,1
C06567,Male,No,Yes,Yes,25,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,No,Month-to-month,No,Mailed check,96.06,2413.59,1
C06568,Male,Yes,Yes,No,57,Yes,Yes,Fiber optic,No,No,No,Yes,Yes,No,One year,Yes,Electronic check,95.62,5420.45,0
C06569,Male,No,No,Yes,53,Yes,Yes,Fiber optic,Yes,Yes,No,No,Yes,Yes,Two year,Yes,Electronic check,117.83,6206.77,1
C06570,Male,No,No,No,19,Yes,No,DSL,No,No,No,No,No,No,One year,Yes,Electronic check,56.57,1077.23,0
C06571,Male,No,Yes,Yes,39,Yes,No,DSL,No,No,Yes,Yes,Yes,No,Month-to-month,Yes,Mailed check,69.5,2702.36,0
C06572,Male,Yes,No,No,69,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Two year,No,Electronic check,29.92,2094.02,0
C06573,Male,No,No,Yes,8,Yes,No,Fiber optic,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,100.26,881.82,1
C06574,Male,No,Yes,Yes,7,No,No phone service,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Bank transfer,18.9,149.43,0
C06575,Female,Yes,No,No,18,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes,Month-to-month,Yes,Credit card,103.4,1832.9,1
C06576,Male,No,No,No,52,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No,Two year,No,Bank transfer,73.1,3746.91,0
C06577,Female,No,No,No,43,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,No,Credit card,21.84,935.28,0
C06578,Male,No,No,No,16,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,One year,Yes,Mailed check,20.98,349.76,0
C06579,Male,No,Yes,No,37,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes,One year,Yes,Electronic check,108.79,3983.57,0
C06580,Male,No,Yes,No,17,Yes,Yes,DSL,No,Yes,No,Yes,No,Yes,One year,No,Credit card,81.83,1393.02,0
C06581,Male,Yes,Yes,Yes,16,Yes,No,Fiber optic,Yes,Yes,No,Yes,No,Yes,Month-to-month,Yes,Bank transfer,102.34,1696.13,1
C06582,Male,No,Yes,Yes,10,Yes,Yes,Fiber optic,No,No,No,No,No,Yes,One year,No,Credit card,90.07,882.8,1
C06583,Male,No,No,Yes,17,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Mailed check,26.17,439.39,0
C06584,Female,No,No,No,4,No,No phone service,Fiber optic,Yes,No,No,No,Yes,No,Month-to-month,Yes,Mailed check,80.49,359.62,0
C06585,Female,No,Yes,Yes,33,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,Yes,Credit card,30.76,1088.02,0
C06586,Female,Yes,No,No,22,Yes,No,Fiber optic,No,No,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,84.0,1881.75,1
C06587,Female,No,Yes,Yes,66,Yes,No,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes,Two year,No,Bank transfer,111.22,7277.54,0
C06588,Male,No,No,No,17,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes,Month-to-month,Yes,Electronic check,93.2,1651.68,1
C06589,Male,Yes,Yes,Yes,50,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,No,Month-to-month,No,Bank transfer,101.77,5060.85,0
C06590,Male,Yes,Yes,No,19,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Month-to-month,No,Bank transfer,25.6,466.42,0
C06591,Female,No,Yes,Yes,29,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,No,One year,Yes,Electronic check,85.06,2409.2,0
C06592,Male,No,Yes,Yes,28,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes,Month-to-month,No,Credit card,98.75,2743.77,1
C06593,Female,No,Yes,Yes,43,Yes,No,Fiber optic,No,Yes,No,No,No,No,Two year,Yes,Mailed check,82.36,3557.0,0
C06594,Male,No,No,No,36,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes,Month-to-month,Yes,Credit card,91.76,3252.55,1
C06595,Male,No,Yes,No,24,Yes,No,DSL,No,No,Yes,No,Yes,No,Month-to-month,No,Bank transfer,69.75,1667.85,1
C06596,Female,Yes,Yes,Yes,24,No,No phone service,DSL,Yes,No,No,No,Yes,Yes,Month-to-month,Yes,Credit card,67.34,1546.87,1
C06597,Female,No,No,Yes,67,No,No phone service,DSL,No,No,Yes,No,No,Yes,Two year,Yes,Mailed check,57.89,3905.93,0
C06598,Female,No,Yes,Yes,3,Yes,No,Fiber optic,No,No,Yes,Yes,No,No,Month-to-month,No,Electronic check,81.87,226.82,1
C06599,Female,No,No,No,23,Yes,No,Fiber optic,No,No,No,No,No,Yes,Month-to-month,Yes,Credit card,80.57,1864.44,1
